,Tweet,Tweet tok,True label,Pred label
84,For the past few days I haven't been able to go one day without throwing up [EMOJI_face_with_rolling_eyes][EMOJI_loudly_crying_face],"['For', 'the', 'past', 'few', 'days', 'I', ""haven't"", 'been', 'able', 'to', 'go', 'one', 'day', 'without', 'throwing', 'up', '🙄', '😭']",0,0
85,My cat got angry at me for throwing up and attacked my head.  She's so helpful.,"['My', 'cat', 'got', 'angry', 'at', 'me', 'for', 'throwing', 'up', 'and', 'attacked', 'my', 'head', '.', ""She's"", 'so', 'helpful', '.']",0,0
86,Why white people throwing up gang signs all the time[EMOJI_face_with_tears_of_joy] y'all stuoid asf try that in the hood [EMOJI_double_exclamation_mark_selector],"['Why', 'white', 'people', 'throwing', 'up', 'gang', 'signs', 'all', 'the', 'time', '😂', ""y'all"", 'stuoid', 'asf', 'try', 'that', 'in', 'the', 'hood', '‼️']",0,0
87,Latest #UPDATE on the romaine #lettuce/#Ecoli #outbreak via @USER #Warning #DYK #Alert #FoodPoisoning #lunch #HealthyFood #Health #PublicHealth #healthandsafety #FoodSafety #mondaythoughts #salad #HealthyLiving #vegetarian #HealthyEating  HTTPURL,"['Latest', '#UPDATE', 'on', 'the', 'romaine', '#lettuce/#Ecoli', '#outbreak', 'via', '@USER', '#Warning', '#DYK', '#Alert', '#FoodPoisoning', '#lunch', '#HealthyFood', '#Health', '#PublicHealth', '#healthandsafety', '#FoodSafety', '#mondaythoughts', '#salad', '#HealthyLiving', '#vegetarian', '#HealthyEating', 'HTTPURL']",0,0
88,"@USER @USER No don't, they will give you bad indigestion :O maybe even food poisoning","['@USER', '@USER', 'No', ""don't"", ',', 'they', 'will', 'give', 'you', 'bad', 'indigestion', ':', 'O', 'maybe', 'even', 'food', 'poisoning']",0,0
89,I'm so sick omg. I ate pizza and noodles today and now I feel like throwing up,"[""I'm"", 'so', 'sick', 'omg', '.', 'I', 'ate', 'pizza', 'and', 'noodles', 'today', 'and', 'now', 'I', 'feel', 'like', 'throwing', 'up']",1,1
90,Lmao I love the camera shit in my house! I be throwing up gang signs for ra [EMOJI_loudly_crying_face][EMOJI_loudly_crying_face][EMOJI_loudly_crying_face],"['Lmao', 'I', 'love', 'the', 'camera', 'shit', 'in', 'my', 'house', '!', 'I', 'be', 'throwing', 'up', 'gang', 'signs', 'for', 'ra', '😭', '😭', '😭']",0,0
91,Need to render out these cinematics/uplaod this video but I actually feel like throwing up for some reason... Then again I've been on Fortnite for a good 8 hours straight and havn't eaten anything yet,"['Need', 'to', 'render', 'out', 'these', 'cinematics/uplaod', 'this', 'video', 'but', 'I', 'actually', 'feel', 'like', 'throwing', 'up', 'for', 'some', 'reason', '.', '.', '.', 'Then', 'again', ""I've"", 'been', 'on', 'Fortnite', 'for', 'a', 'good', '8', 'hours', 'straight', 'and', ""havn't"", 'eaten', 'anything', 'yet']",0,0
92,"@USER @USER That will be one of the things on my agenda. Obviously not the first thing tho, cause you know, some things are more important than potentially dying from food poisoning!  HTTPURL","['@USER', '@USER', 'That', 'will', 'be', 'one', 'of', 'the', 'things', 'on', 'my', 'agenda', '.', 'Obviously', 'not', 'the', 'first', 'thing', 'tho', ',', 'cause', 'you', 'know', ',', 'some', 'things', 'are', 'more', 'important', 'than', 'potentially', 'dying', 'from', 'food', 'poisoning', '!', 'HTTPURL']",0,0
93,This garri really be the reason I've been suffering food poisoning   Damn,"['This', 'garri', 'really', 'be', 'the', 'reason', ""I've"", 'been', 'suffering', 'food', 'poisoning', 'Damn']",1,1
94,@USER Yes open the borders by     Mar-a-lago and let the people in!! They'd take better care of it and nobody will get food poisoning! Unlike under your watch!,"['@USER', 'Yes', 'open', 'the', 'borders', 'by', 'Mar-a-lago', 'and', 'let', 'the', 'people', 'in', '!', '!', ""They'd"", 'take', 'better', 'care', 'of', 'it', 'and', 'nobody', 'will', 'get', 'food', 'poisoning', '!', 'Unlike', 'under', 'your', 'watch', '!']",0,0
95,"Had she kept me at work after I puked, I'd have called OSHA or the health department.  They are legally required to send home any employee who puked or has any other symptoms of the flue or food poisoning.","['Had', 'she', 'kept', 'me', 'at', 'work', 'after', 'I', 'puked', ',', ""I'd"", 'have', 'called', 'OSHA', 'or', 'the', 'health', 'department', '.', 'They', 'are', 'legally', 'required', 'to', 'send', 'home', 'any', 'employee', 'who', 'puked', 'or', 'has', 'any', 'other', 'symptoms', 'of', 'the', 'flue', 'or', 'food', 'poisoning', '.']",0,0
96,"[EMOJI_woman_facepalming_light_skin_tone] I woke up with food poisoning , guess who's still going to work in 3 hours .... yeah","['🤦🏻\u200d♀️', 'I', 'woke', 'up', 'with', 'food', 'poisoning', ',', 'guess', ""who's"", 'still', 'going', 'to', 'work', 'in', '3', 'hours', '.', '.', '.', '.', 'yeah']",1,1
97,NEVER EATING TAMURAS IN KANEOHE AGAIN[EMOJI_woman_gesturing_NO_light_skin_tone] I got food poisoning from the fish [EMOJI_face_vomiting][EMOJI_face_with_medical_mask] it was one of the worst things I felt! Back to not eating fish for the next 3 years again[EMOJI_face_vomiting],"['NEVER', 'EATING', 'TAMURAS', 'IN', 'KANEOHE', 'AGAIN', '🙅🏻\u200d♀️', 'I', 'got', 'food', 'poisoning', 'from', 'the', 'fish', '🤮', '😷', 'it', 'was', 'one', 'of', 'the', 'worst', 'things', 'I', 'felt', '!', 'Back', 'to', 'not', 'eating', 'fish', 'for', 'the', 'next', '3', 'years', 'again', '🤮']",1,1
98,"@USER Seriously I did, I've got food poisoning again!","['@USER', 'Seriously', 'I', 'did', ',', ""I've"", 'got', 'food', 'poisoning', 'again', '!']",1,1
99,@USER pretty sure i got food poisoning last night [EMOJI_grinning_face_with_sweat],"['@USER', 'pretty', 'sure', 'i', 'got', 'food', 'poisoning', 'last', 'night', '😅']",1,1
100,my dumbass group chat is gonna come at me for bc they warned me but fucking cracker barrell gave me food poisoning and i can't find a place with a bathroom to puke in ANYWHERE,"['my', 'dumbass', 'group', 'chat', 'is', 'gonna', 'come', 'at', 'me', 'for', 'bc', 'they', 'warned', 'me', 'but', 'fucking', 'cracker', 'barrell', 'gave', 'me', 'food', 'poisoning', 'and', 'i', ""can't"", 'find', 'a', 'place', 'with', 'a', 'bathroom', 'to', 'puke', 'in', 'ANYWHERE']",1,1
101,@USER I got food poisoning that lasted over 3 days and had to go to the hospital from papa johns. Just saying “better ingredients” isn't a priority with them at all.,"['@USER', 'I', 'got', 'food', 'poisoning', 'that', 'lasted', 'over', '3', 'days', 'and', 'had', 'to', 'go', 'to', 'the', 'hospital', 'from', 'papa', 'johns', '.', 'Just', 'saying', '“better', 'ingredients”', ""isn't"", 'a', 'priority', 'with', 'them', 'at', 'all', '.']",1,1
102,Follow 4 #FoodSafety tips to protect yourself and loved ones from #FoodPoisoning. #FoodSafetyMonth  HTTPURL,"['Follow', '4', '#FoodSafety', 'tips', 'to', 'protect', 'yourself', 'and', 'loved', 'ones', 'from', '#FoodPoisoning', '.', '#FoodSafetyMonth', 'HTTPURL']",0,0
103,How you know if you got food poisoning?,"['How', 'you', 'know', 'if', 'you', 'got', 'food', 'poisoning', '?']",0,0
104,"v i e w s > carsickness on the way to views. [EMOJI_wavy_dash_selector]  Colorado, I like ya more each time I visit. hopefully third time is a charm where I don't break my arm or get food poisoning in this state....  HTTPURL","['v', 'i', 'e', 'w', 's', '>', 'carsickness', 'on', 'the', 'way', 'to', 'views', '.', '〰️', 'Colorado', ',', 'I', 'like', 'ya', 'more', 'each', 'time', 'I', 'visit', '.', 'hopefully', 'third', 'time', 'is', 'a', 'charm', 'where', 'I', ""don't"", 'break', 'my', 'arm', 'or', 'get', 'food', 'poisoning', 'in', 'this', 'state', '.', '.', '.', '.', 'HTTPURL']",0,0
105,@USER Any time I've had food poisoning it's been in or because of NM.,"['@USER', 'Any', 'time', ""I've"", 'had', 'food', 'poisoning', ""it's"", 'been', 'in', 'or', 'because', 'of', 'NM', '.']",1,1
106,I moved in with three boys and somehow ended up being the only one who can cook even though I'm the only one who has given themselves food poisoning more than once. #idiots,"['I', 'moved', 'in', 'with', 'three', 'boys', 'and', 'somehow', 'ended', 'up', 'being', 'the', 'only', 'one', 'who', 'can', 'cook', 'even', 'though', ""I'm"", 'the', 'only', 'one', 'who', 'has', 'given', 'themselves', 'food', 'poisoning', 'more', 'than', 'once', '.', '#idiots']",0,0
107,Currently lying on a hotel bathroom floor in hour 8 of dealing with the violent food poisoning @USER saw fit to serve me. 10/10 would not recommend,"['Currently', 'lying', 'on', 'a', 'hotel', 'bathroom', 'floor', 'in', 'hour', '8', 'of', 'dealing', 'with', 'the', 'violent', 'food', 'poisoning', '@USER', 'saw', 'fit', 'to', 'serve', 'me', '.', '10/10', 'would', 'not', 'recommend']",1,1
108,"getting food poisoning is a sick irony. sandwich, you were supposed to nourish my fragile meat body, not conspire with one section of it and kill the rest! you edible quisling [EMOJI_weary_face]","['getting', 'food', 'poisoning', 'is', 'a', 'sick', 'irony', '.', 'sandwich', ',', 'you', 'were', 'supposed', 'to', 'nourish', 'my', 'fragile', 'meat', 'body', ',', 'not', 'conspire', 'with', 'one', 'section', 'of', 'it', 'and', 'kill', 'the', 'rest', '!', 'you', 'edible', 'quisling', '😩']",1,1
109,"@USER Every case of food poisoning or stress or actual life issues will be suggested as novichok poisoning from now on, if it occurs in Salisbury.. If someone faints.. it'll be the Russians that did it.","['@USER', 'Every', 'case', 'of', 'food', 'poisoning', 'or', 'stress', 'or', 'actual', 'life', 'issues', 'will', 'be', 'suggested', 'as', 'novichok', 'poisoning', 'from', 'now', 'on', ',', 'if', 'it', 'occurs', 'in', 'Salisbury', '.', '.', 'If', 'someone', 'faints', '.', '.', ""it'll"", 'be', 'the', 'Russians', 'that', 'did', 'it', '.']",0,0
110,"Day 81927391928 without my mum, I'm attempting to cook butter chicken for my dad pray I don't give him food poisoning","['Day', '81927391928', 'without', 'my', 'mum', ',', ""I'm"", 'attempting', 'to', 'cook', 'butter', 'chicken', 'for', 'my', 'dad', 'pray', 'I', ""don't"", 'give', 'him', 'food', 'poisoning']",0,0
111,It was Swedish pufferfish. Food poisoning. HTTPURL HTTPURL,"['It', 'was', 'Swedish', 'pufferfish', '.', 'Food', 'poisoning', '.', 'HTTPURL', 'HTTPURL']",1,1
112,The security guard chased me up the stairs because I was sneaking in food for my friend. He gave up on his 5th step saying “Fuck that's my cardio for the day. Go ahead and go just make sure it ain't food poisoning” [EMOJI_face_with_tears_of_joy][EMOJI_face_with_tears_of_joy][EMOJI_loudly_crying_face][EMOJI_loudly_crying_face][EMOJI_skull],"['The', 'security', 'guard', 'chased', 'me', 'up', 'the', 'stairs', 'because', 'I', 'was', 'sneaking', 'in', 'food', 'for', 'my', 'friend', '.', 'He', 'gave', 'up', 'on', 'his', '5th', 'step', 'saying', '“Fuck', ""that's"", 'my', 'cardio', 'for', 'the', 'day', '.', 'Go', 'ahead', 'and', 'go', 'just', 'make', 'sure', 'it', ""ain't"", 'food', 'poisoning”', '😂', '😂', '😭', '😭', '💀']",0,0
113,@USER @USER Yeah. Is that getting our hopes up too high? How about a fatal case of food poisoning from a wrotten burger Trump gets from McDonalds. ...? [EMOJI_dizzy_face],"['@USER', '@USER', 'Yeah', '.', 'Is', 'that', 'getting', 'our', 'hopes', 'up', 'too', 'high', '?', 'How', 'about', 'a', 'fatal', 'case', 'of', 'food', 'poisoning', 'from', 'a', 'wrotten', 'burger', 'Trump', 'gets', 'from', 'McDonalds', '.', '.', '.', '.', '?', '😵']",0,0
114,Maybe I do wanna live in NY. Being here makes me appreciate home. And it's sad bc Vietnam is cool and I love teaching. But my program is so disorganized and terrible. Also I got in an accident last week and now i have food poisoning,"['Maybe', 'I', 'do', 'wanna', 'live', 'in', 'NY', '.', 'Being', 'here', 'makes', 'me', 'appreciate', 'home', '.', 'And', ""it's"", 'sad', 'bc', 'Vietnam', 'is', 'cool', 'and', 'I', 'love', 'teaching', '.', 'But', 'my', 'program', 'is', 'so', 'disorganized', 'and', 'terrible', '.', 'Also', 'I', 'got', 'in', 'an', 'accident', 'last', 'week', 'and', 'now', 'i', 'have', 'food', 'poisoning']",1,1
115,"In last job, my pal invented the concept of a Raw Chicken day. A Raw Chicken day is where you stare at the packet of chicken in the fridge before you go to work, and decide if the food poisoning would be worth the time off. I should have eaten the chicken today.","['In', 'last', 'job', ',', 'my', 'pal', 'invented', 'the', 'concept', 'of', 'a', 'Raw', 'Chicken', 'day', '.', 'A', 'Raw', 'Chicken', 'day', 'is', 'where', 'you', 'stare', 'at', 'the', 'packet', 'of', 'chicken', 'in', 'the', 'fridge', 'before', 'you', 'go', 'to', 'work', ',', 'and', 'decide', 'if', 'the', 'food', 'poisoning', 'would', 'be', 'worth', 'the', 'time', 'off', '.', 'I', 'should', 'have', 'eaten', 'the', 'chicken', 'today', '.']",0,0
116,I think your bitch got hit with some food poisoning [EMOJI_weary_face],"['I', 'think', 'your', 'bitch', 'got', 'hit', 'with', 'some', 'food', 'poisoning', '😩']",1,1
117,@USER @USER upgrade from food poisoning,"['@USER', '@USER', 'upgrade', 'from', 'food', 'poisoning']",1,1
118,"Bauer Publications, deforesting owners of Woman's World, are meatmongers lying about the ketosis diet and about the paleo diet. Both are very dangerous. Both cause intestinal, stomach cancer, heart disease, food poisoning, arthritis, Alzheimer's, kidney disease, liver disease","['Bauer', 'Publications', ',', 'deforesting', 'owners', 'of', ""Woman's"", 'World', ',', 'are', 'meatmongers', 'lying', 'about', 'the', 'ketosis', 'diet', 'and', 'about', 'the', 'paleo', 'diet', '.', 'Both', 'are', 'very', 'dangerous', '.', 'Both', 'cause', 'intestinal', ',', 'stomach', 'cancer', ',', 'heart', 'disease', ',', 'food', 'poisoning', ',', 'arthritis', ',', ""Alzheimer's"", ',', 'kidney', 'disease', ',', 'liver', 'disease']",0,0
119,Are you going to spend the money on food that won't give the students food poisoning instead of on ~40 Steinway pianos for the 6ish music majors you have? Or have things changed other than rising tuition since 2014  @USER HTTPURL,"['Are', 'you', 'going', 'to', 'spend', 'the', 'money', 'on', 'food', 'that', ""won't"", 'give', 'the', 'students', 'food', 'poisoning', 'instead', 'of', 'on', '~40', 'Steinway', 'pianos', 'for', 'the', '6ish', 'music', 'majors', 'you', 'have', '?', 'Or', 'have', 'things', 'changed', 'other', 'than', 'rising', 'tuition', 'since', '2014', '@USER', 'HTTPURL']",0,0
120,EU plan to reduce checks on chickens 'will increase food poisoning risk' HTTPURL,"['EU', 'plan', 'to', 'reduce', 'checks', 'on', 'chickens', ""'will"", 'increase', 'food', 'poisoning', ""risk'"", 'HTTPURL']",0,0
121,"I'm postponing the Twitter thread to Thursday, since I am not feeling well and possibly have food poisoning :/ Going to the doctor right now so I'll update you guys later","[""I'm"", 'postponing', 'the', 'Twitter', 'thread', 'to', 'Thursday', ',', 'since', 'I', 'am', 'not', 'feeling', 'well', 'and', 'possibly', 'have', 'food', 'poisoning', ':', '/', 'Going', 'to', 'the', 'doctor', 'right', 'now', 'so', ""I'll"", 'update', 'you', 'guys', 'later']",1,1
122,"THURSDAY | Who has the liability when there's an outbreak of food borne illness? Have you gotten recourse for a bout of food poisoning? [EMOJI_double_curly_loop] Leave a voicemail at 210-615-8982 or send an [EMOJI_e-mail] email with comments, questions or stories to thesource@tpr.org HTTPURL","['THURSDAY', '|', 'Who', 'has', 'the', 'liability', 'when', ""there's"", 'an', 'outbreak', 'of', 'food', 'borne', 'illness', '?', 'Have', 'you', 'gotten', 'recourse', 'for', 'a', 'bout', 'of', 'food', 'poisoning', '?', '➿', 'Leave', 'a', 'voicemail', 'at', '210-615-8982', 'or', 'send', 'an', ':e:-mail', 'email', 'with', 'comments', ',', 'questions', 'or', 'stories', 'to', 'thesource@tpr', '.', 'org', 'HTTPURL']",0,0
123,"@USER  So... You're good with this? Your professors teaching your students to attack peoples food? This is one step away from poisoning. Good Job supporting this guy. The people want him canned. not suspended, not reprimanded... FIRED.   HTTPURL","['@USER', 'So', '.', '.', '.', ""You're"", 'good', 'with', 'this', '?', 'Your', 'professors', 'teaching', 'your', 'students', 'to', 'attack', 'peoples', 'food', '?', 'This', 'is', 'one', 'step', 'away', 'from', 'poisoning', '.', 'Good', 'Job', 'supporting', 'this', 'guy', '.', 'The', 'people', 'want', 'him', 'canned', '.', 'not', 'suspended', ',', 'not', 'reprimanded', '.', '.', '.', 'FIRED', '.', 'HTTPURL']",0,0
124,"More BS from @USER We are being mislead once again. Consider #MuskratFalls #Keeyask #SiteC putting lives at risk, methyl mercury poisoning of food sources, destroys river valley's & food security. People don't matter, don't believe the lies of @USER @USER","['More', 'BS', 'from', '@USER', 'We', 'are', 'being', 'mislead', 'once', 'again', '.', 'Consider', '#MuskratFalls', '#Keeyask', '#SiteC', 'putting', 'lives', 'at', 'risk', ',', 'methyl', 'mercury', 'poisoning', 'of', 'food', 'sources', ',', 'destroys', 'river', ""valley's"", '&', 'food', 'security', '.', 'People', ""don't"", 'matter', ',', ""don't"", 'believe', 'the', 'lies', 'of', '@USER', '@USER']",0,0
125,omg I feel like I'm gonna throw up from both my nervousness of wanting this update to go well as well as the pain in my stomach from what I think is food poisoning,"['omg', 'I', 'feel', 'like', ""I'm"", 'gonna', 'throw', 'up', 'from', 'both', 'my', 'nervousness', 'of', 'wanting', 'this', 'update', 'to', 'go', 'well', 'as', 'well', 'as', 'the', 'pain', 'in', 'my', 'stomach', 'from', 'what', 'I', 'think', 'is', 'food', 'poisoning']",1,1
126,"@USER I think I've been to that restaurant. First night of our holiday and I had a seafood salad, which gave me food poisoning and laid me low for four days. Still a lovely place though. If there's any opera on at Teatro Greco take that fella of yours and educate him","['@USER', 'I', 'think', ""I've"", 'been', 'to', 'that', 'restaurant', '.', 'First', 'night', 'of', 'our', 'holiday', 'and', 'I', 'had', 'a', 'seafood', 'salad', ',', 'which', 'gave', 'me', 'food', 'poisoning', 'and', 'laid', 'me', 'low', 'for', 'four', 'days', '.', 'Still', 'a', 'lovely', 'place', 'though', '.', 'If', ""there's"", 'any', 'opera', 'on', 'at', 'Teatro', 'Greco', 'take', 'that', 'fella', 'of', 'yours', 'and', 'educate', 'him']",1,1
127,Commiserating with @USER tonight. Gave myself food poisoning by questioning if my salmon had gone off. Instead of throwing it away I ate it [EMOJI_grimacing_face] if you ever have to google if your salmon is bad. It's bad. Don't eat it.,"['Commiserating', 'with', '@USER', 'tonight', '.', 'Gave', 'myself', 'food', 'poisoning', 'by', 'questioning', 'if', 'my', 'salmon', 'had', 'gone', 'off', '.', 'Instead', 'of', 'throwing', 'it', 'away', 'I', 'ate', 'it', '😬', 'if', 'you', 'ever', 'have', 'to', 'google', 'if', 'your', 'salmon', 'is', 'bad', '.', ""It's"", 'bad', '.', ""Don't"", 'eat', 'it', '.']",1,1
128,"Food poisoning from costa food, fucking livid[EMOJI_upside-down_face]","['Food', 'poisoning', 'from', 'costa', 'food', ',', 'fucking', 'livid', ':upside:-down_face']",1,1
129,"Carbon monoxide poisoning can be confused with flu symptoms, food poisoning and other illnesses. Some symptoms include shortness of breath, nausea, dizziness, feeling light headed or headaches. High levels of carbon monoxide can be fatal. #CanyonTX #CanyonTXFire HTTPURL","['Carbon', 'monoxide', 'poisoning', 'can', 'be', 'confused', 'with', 'flu', 'symptoms', ',', 'food', 'poisoning', 'and', 'other', 'illnesses', '.', 'Some', 'symptoms', 'include', 'shortness', 'of', 'breath', ',', 'nausea', ',', 'dizziness', ',', 'feeling', 'light', 'headed', 'or', 'headaches', '.', 'High', 'levels', 'of', 'carbon', 'monoxide', 'can', 'be', 'fatal', '.', '#CanyonTX', '#CanyonTXFire', 'HTTPURL']",0,0
130,"If ever I die due to food poisoning pls do blame the mustard I used for my sandwich cos I can't eat one if the trio of mayo, ketchup and mustard isn't complete k thx","['If', 'ever', 'I', 'die', 'due', 'to', 'food', 'poisoning', 'pls', 'do', 'blame', 'the', 'mustard', 'I', 'used', 'for', 'my', 'sandwich', 'cos', 'I', ""can't"", 'eat', 'one', 'if', 'the', 'trio', 'of', 'mayo', ',', 'ketchup', 'and', 'mustard', ""isn't"", 'complete', 'k', 'thx']",0,0
131,"@USER USA is a country that has a huge problem with lead poisoning. In their water, air and food.. And many times in the form of a bullet in the head.. Stay away and isolate..","['@USER', 'USA', 'is', 'a', 'country', 'that', 'has', 'a', 'huge', 'problem', 'with', 'lead', 'poisoning', '.', 'In', 'their', 'water', ',', 'air', 'and', 'food', '.', '.', 'And', 'many', 'times', 'in', 'the', 'form', 'of', 'a', 'bullet', 'in', 'the', 'head', '.', '.', 'Stay', 'away', 'and', 'isolate', '.', '.']",0,0
132,"@USER i returned back with food poisoning after my Saturday night party @ vapour indiranagar. In a group of 6 , everyone got minor to severe infection. This is extremely rediculous","['@USER', 'i', 'returned', 'back', 'with', 'food', 'poisoning', 'after', 'my', 'Saturday', 'night', 'party', '@', 'vapour', 'indiranagar', '.', 'In', 'a', 'group', 'of', '6', ',', 'everyone', 'got', 'minor', 'to', 'severe', 'infection', '.', 'This', 'is', 'extremely', 'rediculous']",1,1
133,"Rahul could of given all the contestants food poisoning, burnt the tent down to the ground, told producers to go fuck themsevles, quit the show and he still would of Won #GBBOFinal","['Rahul', 'could', 'of', 'given', 'all', 'the', 'contestants', 'food', 'poisoning', ',', 'burnt', 'the', 'tent', 'down', 'to', 'the', 'ground', ',', 'told', 'producers', 'to', 'go', 'fuck', 'themsevles', ',', 'quit', 'the', 'show', 'and', 'he', 'still', 'would', 'of', 'Won', '#GBBOFinal']",0,0
134,"Well as far as I am concerned, simple food hyg and food safety should apply, hence CROSS-CONTAMINATION Cross-contamination is one of the most common causes of food poisoning. It happens when harmful bacteria are spread onto food from other food, surfaces, hands or equipment.,","['Well', 'as', 'far', 'as', 'I', 'am', 'concerned', ',', 'simple', 'food', 'hyg', 'and', 'food', 'safety', 'should', 'apply', ',', 'hence', 'CROSS-CONTAMINATION', 'Cross-contamination', 'is', 'one', 'of', 'the', 'most', 'common', 'causes', 'of', 'food', 'poisoning', '.', 'It', 'happens', 'when', 'harmful', 'bacteria', 'are', 'spread', 'onto', 'food', 'from', 'other', 'food', ',', 'surfaces', ',', 'hands', 'or', 'equipment', '.', ',']",0,0
135,"@USER It's very hard to prove food poisoning.  I had it from pistachio nuts.  The man from dept of agriculture didn't find a link from the nuts I bought at Sams's club.  I know that's where it came from.   Any way, That's the way it was!","['@USER', ""It's"", 'very', 'hard', 'to', 'prove', 'food', 'poisoning', '.', 'I', 'had', 'it', 'from', 'pistachio', 'nuts', '.', 'The', 'man', 'from', 'dept', 'of', 'agriculture', ""didn't"", 'find', 'a', 'link', 'from', 'the', 'nuts', 'I', 'bought', 'at', ""Sams's"", 'club', '.', 'I', 'know', ""that's"", 'where', 'it', 'came', 'from', '.', 'Any', 'way', ',', ""That's"", 'the', 'way', 'it', 'was', '!']",1,1
136,I got food poisoning one day and he showed up at my house in 100 degree weather with a get well package,"['I', 'got', 'food', 'poisoning', 'one', 'day', 'and', 'he', 'showed', 'up', 'at', 'my', 'house', 'in', '100', 'degree', 'weather', 'with', 'a', 'get', 'well', 'package']",1,1
137,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oh, me too! Sometimes when I try new foods I can't keep it down either and its almost like food poisoning except no one else gets sick from it. So it's not the food it's me! It's a good thing I like mild food though my picky eating can get on fellow diners nerves, want flavor! [EMOJI_grinning_cat_face_with_smiling_eyes]","['@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', '@USER', 'Oh', ',', 'me', 'too', '!', 'Sometimes', 'when', 'I', 'try', 'new', 'foods', 'I', ""can't"", 'keep', 'it', 'down', 'either', 'and', 'its', 'almost', 'like', 'food', 'poisoning', 'except', 'no', 'one', 'else', 'gets', 'sick', 'from', 'it', '.', 'So', ""it's"", 'not', 'the', 'food', ""it's"", 'me', '!', ""It's"", 'a', 'good', 'thing', 'I', 'like', 'mild', 'food', 'though', 'my', 'picky', 'eating', 'can', 'get', 'on', 'fellow', 'diners', 'nerves', ',', 'want', 'flavor', '!', '😸']",0,0
138,"@USER Mail me some, fam. The food poisoning will be worth it.","['@USER', 'Mail', 'me', 'some', ',', 'fam', '.', 'The', 'food', 'poisoning', 'will', 'be', 'worth', 'it', '.']",0,0
139,Nothings working maybe it's something other than food poisoning I'm gonna go to ER,"['Nothings', 'working', 'maybe', ""it's"", 'something', 'other', 'than', 'food', 'poisoning', ""I'm"", 'gonna', 'go', 'to', 'ER']",0,0
140,"@USER I'm on the mend, Kal! This was Tuesday- it was the worst abdominal pain I'd ever had but seems to have just been food poisoning. But recovering is a little snow just due to my throat being torn up","['@USER', ""I'm"", 'on', 'the', 'mend', ',', 'Kal', '!', 'This', 'was', 'Tuesday-', 'it', 'was', 'the', 'worst', 'abdominal', 'pain', ""I'd"", 'ever', 'had', 'but', 'seems', 'to', 'have', 'just', 'been', 'food', 'poisoning', '.', 'But', 'recovering', 'is', 'a', 'little', 'snow', 'just', 'due', 'to', 'my', 'throat', 'being', 'torn', 'up']",1,1
141,"During Veterans Day celebrations, parades, & special events - make important food safety observations and follow proper food safety procedures.  More:   HTTPURL  #VeteransDay #veterans #veteran #thankavet #ThankItForward #foodsafety #foodillness #foodpoisoning  HTTPURL","['During', 'Veterans', 'Day', 'celebrations', ',', 'parades', ',', '&', 'special', 'events', '-', 'make', 'important', 'food', 'safety', 'observations', 'and', 'follow', 'proper', 'food', 'safety', 'procedures', '.', 'More', ':', 'HTTPURL', '#VeteransDay', '#veterans', '#veteran', '#thankavet', '#ThankItForward', '#foodsafety', '#foodillness', '#foodpoisoning', 'HTTPURL']",0,0
142,In my local supermarket today and asked the server to change his glove between handling raw minced beef and slicing salami. It was an oversight and he politely obliged. We can all be #foodsafety conscious #speakup #food #ecoli @USER #gfsi #foodpoisoning #barf,"['In', 'my', 'local', 'supermarket', 'today', 'and', 'asked', 'the', 'server', 'to', 'change', 'his', 'glove', 'between', 'handling', 'raw', 'minced', 'beef', 'and', 'slicing', 'salami', '.', 'It', 'was', 'an', 'oversight', 'and', 'he', 'politely', 'obliged', '.', 'We', 'can', 'all', 'be', '#foodsafety', 'conscious', '#speakup', '#food', '#ecoli', '@USER', '#gfsi', '#foodpoisoning', '#barf']",0,0
143,I got food poisoning from a grilled cheese last night and I've never felt so betrayed in my life,"['I', 'got', 'food', 'poisoning', 'from', 'a', 'grilled', 'cheese', 'last', 'night', 'and', ""I've"", 'never', 'felt', 'so', 'betrayed', 'in', 'my', 'life']",1,1
144,"@USER I wouldn't want to try one from there, last time I went to the local one here, for a carvery, I ended up with food poisoning!  I'll wait till I find it somewhere decent to eat lol   :)","['@USER', 'I', ""wouldn't"", 'want', 'to', 'try', 'one', 'from', 'there', ',', 'last', 'time', 'I', 'went', 'to', 'the', 'local', 'one', 'here', ',', 'for', 'a', 'carvery', ',', 'I', 'ended', 'up', 'with', 'food', 'poisoning', '!', ""I'll"", 'wait', 'till', 'I', 'find', 'it', 'somewhere', 'decent', 'to', 'eat', 'lol', ':', ')']",1,1
145,"@USER Leave the man alone for ""obviously"" it is food poisoning [EMOJI_face_with_tongue]  (No it is not obvious, yet the mere image of that thought causes my heart to beat and I have an impish grin.)","['@USER', 'Leave', 'the', 'man', 'alone', 'for', '""', 'obviously', '""', 'it', 'is', 'food', 'poisoning', '😛', '(', 'No', 'it', 'is', 'not', 'obvious', ',', 'yet', 'the', 'mere', 'image', 'of', 'that', 'thought', 'causes', 'my', 'heart', 'to', 'beat', 'and', 'I', 'have', 'an', 'impish', 'grin', '.', ')']",0,0
